mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_early_stopping,param_features,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_momentum,param_n_iter_no_change,param_pca,param_pca_features,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5624188423156739,0.025910716084886622,0.01204977035522461,0.0014371127689634877,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,10,PCA(n_components=2),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=2), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.7196969696969697,0.7146237576904875,0.7582029278142353,0.7225046399305135,0.03375665887878726,1
0.7562872409820557,0.29527674526629283,0.01293482780456543,0.002435393181623451,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,10,PCA(n_components=4),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=4), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.7196969696969697,0.7146237576904875,0.7314487632508834,0.7171538070178431,0.02952975656228261,4
1.149016761779785,0.3310165181909739,0.010854005813598633,0.0009204144104821635,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,20,PCA(n_components=2),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 20, 'pca': PCA(n_components=2), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.7196969696969697,0.7146237576904875,0.7289247854618879,0.7166490114600441,0.029301770186076225,6
1.5764546394348145,0.8119061427537827,0.010784196853637695,0.0008153116510528185,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,20,PCA(n_components=4),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 20, 'pca': PCA(n_components=4), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.6661931818181818,0.7146237576904875,0.7253912165572943,0.7052415401033678,0.03494151938446243,9
0.7746548175811767,0.38807641969163476,0.01193375587463379,0.0012991150872131254,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,500,0.95,10,PCA(n_components=2),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 500, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=2), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.7196969696969697,0.7146237576904875,0.7309439676930843,0.7170528479062834,0.02948153458411473,5
0.7663562297821045,0.22033986328208208,0.010967588424682618,0.0006679918910207918,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,500,0.95,10,PCA(n_components=4),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 500, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=4), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7549467275494672,0.6650528169014085,0.7130681818181818,0.7146237576904875,0.7455830388692579,0.7186549045657605,0.0315051305368288,3
1.4479685306549073,0.6243215069902491,0.010221290588378906,0.0006833264713662766,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,500,0.95,20,PCA(n_components=2),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 500, 'momentum': 0.95, 'n_iter_no_change': 20, 'pca': PCA(n_components=2), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7539320142059868,0.6650528169014085,0.703125,0.7146237576904875,0.7582029278142353,0.7189873033224237,0.034463255927703114,2
2.0164020538330076,1.1250393272646935,0.012120342254638672,0.0021429781833756096,logistic,0.0001,True,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,500,0.95,20,PCA(n_components=4),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': True, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 500, 'momentum': 0.95, 'n_iter_no_change': 20, 'pca': PCA(n_components=4), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7473363774733638,0.6650528169014085,0.6557765151515151,0.7117841930903928,0.7582029278142353,0.707630566086183,0.04160066146092905,7
8.760043954849243,0.15275922418644447,0.01275463104248047,0.0020898133970194345,logistic,0.0001,False,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,10,PCA(n_components=2),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': False, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=2), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7275494672754946,0.670774647887324,0.681344696969697,0.7146237576904875,0.7339727410398789,0.7056530621725765,0.02517669774828926,8
8.881514930725098,0.1480691551870672,0.013506698608398437,0.00168112589163935,logistic,0.0001,False,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']","(50,)",constant,0.001,200,0.95,10,PCA(n_components=4),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z']",RobustScaler(),"{'activation': 'logistic', 'alpha': 0.0001, 'early_stopping': False, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'max_iter': 200, 'momentum': 0.95, 'n_iter_no_change': 10, 'pca': PCA(n_components=4), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z', 'magnetic_field_x', 'magnetic_field_y', 'magnetic_field_z'], 'scaler': RobustScaler()}",0.7031963470319634,0.6681338028169014,0.6259469696969697,0.7094178892569806,0.7188288743059061,0.6851047766217443,0.03418598309999601,13
