mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sub_sequence_length,param_scaler,param_pca_features,param_pca,param_optimizer,param_num_layers,param_num_epochs,param_lr,param_hidden_size,param_features,param_dropout,param_bidirectional,param_batch_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
427.82874207496644,20.156304732609,1.3288141727447509,0.18955533785527717,10,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,1,15,0.001,75,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0,False,10,"{'sub_sequence_length': 10, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 1, 'num_epochs': 15, 'lr': 0.001, 'hidden_size': 75, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0, 'bidirectional': False, 'batch_size': 10}",0.5702149791955617,0.6196640468485128,0.5899780541331383,0.587846550612508,0.6123548656103663,0.5960116992800175,0.01786100738950135,117
254.622425365448,11.813509710056064,1.122056245803833,0.23999274549279456,10,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,1,10,0.01,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0,False,10,"{'sub_sequence_length': 10, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 1, 'num_epochs': 10, 'lr': 0.01, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0, 'bidirectional': False, 'batch_size': 10}",0.6106102635228848,0.6316843889659424,0.6118019995123141,0.6071083172147002,0.6198601578035794,0.6162130254038841,0.008791000699940413,13
269.2540683746338,12.867826219931132,1.310124969482422,0.1987868738120656,10,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,1,15,0.01,75,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0,False,20,"{'sub_sequence_length': 10, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 1, 'num_epochs': 15, 'lr': 0.01, 'hidden_size': 75, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0, 'bidirectional': False, 'batch_size': 20}",0.6024618585298197,0.6250577901063338,0.5893684467203121,0.624838813668601,0.6019629225736096,0.6087379663197352,0.014043097735486253,47
253.6227915763855,12.08895994600977,1.6354403972625733,0.2303449946155837,10,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,2,10,0.01,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,False,20,"{'sub_sequence_length': 10, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 2, 'num_epochs': 10, 'lr': 0.01, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': False, 'batch_size': 20}",0.6092233009708737,0.6371295012071712,0.6020482809070958,0.6156511927788524,0.6260183462698057,0.6180141244267597,0.012387375662903077,12
357.29684791564944,16.581506782051072,0.6826698780059814,0.07920643779381066,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,1,15,0.01,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,False,10,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 1, 'num_epochs': 15, 'lr': 0.01, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': False, 'batch_size': 10}",0.5933142953132874,0.6172347720855184,0.592402341416796,0.5932827057073514,0.6190923906230412,0.6030653010291989,0.012346023669695675,74
406.52249751091006,19.282020163799846,2.1013888835906984,0.32737697310251307,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,2,10,0.001,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,True,20,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 2, 'num_epochs': 10, 'lr': 0.001, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': True, 'batch_size': 20}",0.5577019989921048,0.6397236789027834,0.6076334965953888,0.6080795427855633,0.5976557603108938,0.6021588955173468,0.026354628235574783,83
621.4212580680847,29.571992989169356,1.5418548107147216,0.23998385652828733,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,1,15,0.01,75,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,True,10,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 1, 'num_epochs': 15, 'lr': 0.01, 'hidden_size': 75, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': True, 'batch_size': 10}",0.5815555182261045,0.6192517144009682,0.5945526221478915,0.6165348782588272,0.5960887551711169,0.6015966976409816,0.014258009391985753,90
618.0424811840057,58.33292377097336,1.2212274551391602,0.210124386684217,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,2,15,0.01,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,False,10,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 2, 'num_epochs': 15, 'lr': 0.01, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': False, 'batch_size': 10}",0.6179237359314631,0.6231847519160952,0.5918647712340223,0.614890785250137,0.6042371818979566,0.6104202452459349,0.011151292473085127,35
468.153082036972,27.290074795902004,1.9898414134979248,0.4679789326568053,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,2,15,0.01,75,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0.1,False,20,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 2, 'num_epochs': 15, 'lr': 0.01, 'hidden_size': 75, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0.1, 'bidirectional': False, 'batch_size': 20}",0.5742482781790694,0.6279749899152884,0.6025564448691912,0.6105065372269631,0.6123229284192052,0.6055218357219434,0.01767526626955338,60
746.5988754749299,57.42615227490792,2.3423149585723877,0.3859000216138265,5,StandardScaler(),"['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z']",PCA(n_components=3),adam,2,10,0.01,50,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",0,True,10,"{'sub_sequence_length': 5, 'scaler': StandardScaler(), 'pca_features': ['latitude', 'longitude', 'speed', 'speedAcc', 'vertical_acc', 'altitude', 'course', 'courseAcc', 'heading', 'horizontal_acc', 'attitude_pitch', 'attitude_roll', 'attitude_yaw', 'rotation_rate_x', 'rotation_rate_y', 'rotation_rate_z', 'gravity_accel_x', 'gravity_accel_y', 'gravity_accel_z', 'user_accel_x', 'user_accel_y', 'user_accel_z'], 'pca': PCA(n_components=3), 'optimizer': 'adam', 'num_layers': 2, 'num_epochs': 10, 'lr': 0.01, 'hidden_size': 50, 'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'dropout': 0, 'bidirectional': True, 'batch_size': 10}",0.6099445657651604,0.6346813231141589,0.5931788316808028,0.5899945196899711,0.6074965525886925,0.607059158567757,0.0158452910163924,56
